,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,3,4,1,0,1,100,10,0.01,4835.223599999876,8.203893993995734,48.11986011400586
