,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,4,4,1,0,1,15,10,0.01,11018.407599996175,8.260282728995662,114.55443800300418
