,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,2,4,1,0,1,25,10,0.01,11894.319999995714,8.134274897995056,151.1415654020093
