,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_prev_ecus,priv_new_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,13,4,1,0,1,15,10,20,0.01,23879.830599997436,7.869081333046779,10004.140741029987
