,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_prev_ecus,priv_new_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,12,4,1,0,1,15,10,20,0.01,16181.424599997492,4.34944603103213,94.50290321209468
