,exp,n_apps,perf_factor,first_app,quant_factor,priv_n,priv_prev_ecus,priv_new_ecus,priv_cost,comp_cost_malloovia,creation_time_malloovia,solving_time_malloovia
0,11,4,1,0,1,15,10,20,0.01,12479.239599998902,3.3255645990138873,40.64785124792252
